session_id,target
1,9.486237949156433e-05
2,1.519071027403503e-08
3,1.521011383942404e-10
4,2.8534163103940263e-10
5,2.350602501246019e-05
6,4.124729220443489e-06
7,0.0013003849342092739
8,0.00022818389348256373
9,3.472075073655467e-05
10,0.0028740083456324024
11,1.7368395802956206e-05
12,3.1844236698444713e-06
13,6.057439295585959e-06
14,0.013332529589035082
15,9.176566318609385e-05
16,0.00017410163217548003
17,0.027806669163223587
18,6.271141860750365e-07
19,0.0008174957631331645
20,2.559344245157871e-08
21,0.097738797394156
22,8.421835185504509e-11
23,3.215050464343212e-05
24,1.9509701280353943e-05
25,0.09412139948166899
26,1.3633500578147033e-09
27,1.0148680546575846e-05
28,1.6357820339325633e-09
29,0.023786638779482547
30,3.9835963217455124e-05
31,0.025069906306884868
32,0.06770453848554094
33,2.084782885555883e-05
34,9.869033003078324e-09
35,0.03850906905260417
36,0.0006313411820182774
37,1.0851456985769806e-11
38,1.6441308711697236e-08
39,3.9835963217455124e-05
40,6.032866704625625e-07
41,0.0009737121254385474
42,2.7239377305966314e-05
43,2.6848283604649797e-06
44,7.813725222265e-06
45,0.14799711331205553
46,2.149702427552424e-06
47,0.00015469256485778888
48,6.5262032125466265e-06
49,1.776703923117878e-05
50,1.588868907544053e-07
51,1.500542244080987e-10
52,5.1930969216634805e-06
53,0.04500204442813895
54,5.0598937510146865e-05
55,1.1048426490474703e-06
56,5.7904672871125314e-05
57,1.1395615907318482e-08
58,3.6961681362232435e-07
59,3.2772497200132477e-07
60,1.2368266835083284e-07
61,7.693345464915051e-08
62,7.913992660037949e-05
63,1.0088839290437155e-07
64,7.473763675435261e-06
65,2.410551496142028e-07
66,8.456591597007544e-08
67,1.0641016475668024e-05
68,0.00012107627306786822
69,0.1264913098725975
70,3.4839426240216775e-06
71,0.00012525998477256405
72,2.106796057593141e-05
73,0.0009072656301297344
74,9.765615763943238e-07
75,6.848518941469392e-05
76,0.0004542040983688957
77,0.0002574764872809177
78,0.003284143907336907
79,1.2911996691006286e-06
80,3.1685511767678307e-06
81,2.1172930930142736e-06
82,6.422423554514294e-07
83,1.0663325281134074e-10
84,0.6895612812180459
85,6.611236736996898e-06
86,9.592614674948511e-08
87,0.0027924151526211283
88,0.0004691299781072812
89,0.000608283760646113
90,0.07183831684622106
91,3.4300935879854234e-06
92,1.5436825896717298e-07
93,0.014785233875499253
94,5.235970743835511e-05
95,0.0011152001491692622
96,1.700893658984124e-08
97,0.00011371038929967679
98,1.0262718526451272e-06
99,3.7498524152077814e-07
100,8.683554021157525e-05
101,2.083644866820115e-05
102,0.0016124506614703022
103,9.150497905601367e-05
104,6.276800239870506e-05
105,1.0375463473683531e-06
106,6.478938241966286e-06
107,1.1579647554296308e-05
108,6.545691983163914e-06
109,1.2036352500669156e-07
110,1.6501762076881155e-06
111,0.00017990989815254142
112,1.0138890125048334e-09
113,0.0004356637710726416
114,7.131007947332307e-08
115,4.928414289565519e-06
116,2.866946105295179e-05
117,5.511306779690213e-05
118,0.004871170288930386
119,0.00019052789603400382
120,7.807981684694768e-05
121,6.37744016008127e-07
122,6.196841455964124e-07
123,1.0404292706487812e-05
124,8.010012866631511e-07
125,0.003979220388813154
126,1.9776188991183554e-08
127,3.8040051701114497e-10
128,1.001122948118754e-05
129,0.0038681257178075526
130,0.003833304787774887
131,0.00038903630659206407
132,0.0013003849342092739
133,0.0011221616919029767
134,1.2098910970379586e-06
135,2.159020752614755e-08
136,7.473763675435261e-06
137,1.1397421791134242e-05
138,0.0023294192992322376
139,9.497991054225514e-08
140,2.1490608893085474e-05
141,5.873871268957527e-10
142,7.064057964018592e-06
143,1.3000227892097828e-05
144,0.0017071547984969222
145,1.519071027403503e-08
146,0.00037266617034757314
147,1.943678217632045e-05
148,0.0008747924015383141
149,0.001254711752467259
150,0.11286734940460953
151,8.175233015107346e-09
152,0.04278828029707954
153,5.4873086911020564e-05
154,5.883361060933447e-05
155,1.4930898737384096e-05
156,3.9785520895756437e-07
157,1.3515695370152113e-06
158,7.473763675435261e-06
159,3.714180059660671e-06
160,6.196841455964124e-07
161,0.0022449829765061936
162,0.00010344828408963067
163,4.586229593614765e-05
164,0.003490202243502514
165,5.057975439976769e-09
166,2.1804058004092045e-07
167,0.0067533626838371524
168,0.001254711752467259
169,0.0006795901404007916
170,0.00020973934920317914
171,0.001626607123377952
172,9.92761652639054e-05
173,4.7968950875860254e-05
174,0.00012530463422567653
175,0.18193679554310035
176,0.001122238881732582
177,0.011287651241119391
178,1.6291947297298643e-08
179,1.325752862178997e-05
180,0.00037658347004556616
181,1.0035693338790365e-05
182,0.0014447748258786793
183,1.8116153629765686e-06
184,4.155266568778739e-06
185,3.943012342060273e-06
186,1.0349941308434928e-05
187,6.601348561396093e-09
188,2.0535674131576094e-08
189,0.002254261099698985
190,2.73026567587402e-06
191,9.17553121997958e-06
192,3.0625470227464016e-06
193,0.0013800275912392974
194,0.0009009113310411129
195,2.962634383130729e-06
196,1.2735537317442332e-07
197,0.00028176226122932644
198,0.00289519852077984
199,0.028696324734962985
200,6.21128075490842e-07
201,2.149702427552424e-06
202,0.03951982517030533
203,1.9776188991183554e-08
204,6.348685418807025e-05
205,0.004850329313621063
206,2.682595658577443e-13
207,4.365536009414494e-05
208,0.0011966304954734712
209,1.786981501941896e-07
210,0.002163076157990355
211,0.00033301364974430995
212,0.018730446538020213
213,6.339724582643824e-07
214,0.03262913009433346
215,0.0012271710682474515
216,0.0034085864008089758
217,0.037952684791582814
218,0.0006795901404007916
219,0.0002901988091042056
220,0.0008699668135614126
221,0.001539510333822615
222,3.43755280080525e-06
223,0.023303512268350327
224,0.0006795901404007916
225,0.050471203097089926
226,0.006726803148100965
227,0.00043134826926458314
228,4.4322798088718163e-07
229,2.2169173496287323e-06
230,0.0004952855412237508
231,2.60886384199733e-06
232,1.1498577441710672e-06
233,5.67932753760644e-07
234,0.0081153570666794
235,1.88406216235697e-05
236,0.00013255653995663272
237,0.0010674998456308372
238,0.0013003849342092739
239,3.9835963217455124e-05
